timestamp,Title,price,Original_Price,Shipping_Info,URL
2025-11-05 13:40:39,"Recertified 2TB WD My Passport Portable Hard Drive,Black - RWDBYVG0020BBK-WESN",$59.99,$84.99,N/A,https://www.ebay.com/itm/296930928517?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421
2025-11-05 13:40:40,Unknown,$59.99,NA,N/A,NA
2025-11-05 13:40:40,Seagate Exos HDD 20TB ST20000NM002C (Recertified),$257.59,NA,N/A,https://www.ebay.com/itm/236412147285?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421
2025-11-05 13:40:42,Unknown,$257.59,NA,N/A,NA
2025-11-05 13:40:42,Skullcandy HESH EVO Wireless Over-Ear Headset (Certified Refurbished)-BLACK,$39.99,$104.99,N/A,https://www.ebay.com/itm/265114617809?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403
2025-11-05 13:40:43,Unknown,$39.99,NA,N/A,NA
2025-11-05 13:40:43,"Bose QuietComfort Ultra Noise Cancelling Headphones, Certified Refurbished",$349.00,NA,N/A,https://www.ebay.com/itm/166708867898?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403
2025-11-05 13:40:53,Unknown,$349.00,NA,N/A,NA
2025-11-05 13:40:53,"Bose QuietComfort Ultra Noise Cancelling Earbuds, Certified Refurbished",$211.00,NA,N/A,https://www.ebay.com/itm/186465664855?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403
2025-11-05 13:41:03,Unknown,$211.00,NA,N/A,NA
2025-11-05 13:41:03,"Bose QuietComfort Noise Cancelling Headphones, Certified Refurbished",$224.00,NA,N/A,https://www.ebay.com/itm/166819315978?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403
2025-11-05 13:41:13,Unknown,$224.00,NA,N/A,NA
2025-11-05 13:41:13,"Bose Ultra Open Earbuds, Certified Refurbished",$224.00,NA,N/A,https://www.ebay.com/itm/186628375702?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403
2025-11-05 13:41:14,Unknown,$224.00,NA,N/A,NA
2025-11-05 13:41:14,HP Color LaserJet Enterprise M553n Laser Printer B5L24A,$399.99,NA,N/A,https://www.ebay.com/itm/174533956058?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417
2025-11-05 13:41:15,Unknown,$399.99,NA,N/A,NA
2025-11-05 13:41:15,HP LaserJet P4015N Monochrome Network Laser Printer CB509A,$229.99,NA,N/A,https://www.ebay.com/itm/174481332309?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417
2025-11-05 13:41:16,Unknown,$229.99,NA,N/A,NA
2025-11-05 13:41:16,HP HP-OJPRO9128E-RB OfficeJet Pro 9128e All-in-One Printer-Certified Refurbished,$128.79,$169.99,N/A,https://www.ebay.com/itm/135849081171?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417
2025-11-05 13:41:17,Unknown,$128.79,NA,N/A,NA
2025-11-05 13:41:17,Canon SELPHY CP1500 COMPACT PRINTER WHITE,$159.00,$179.00,N/A,https://www.ebay.com/itm/285167584950?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417
2025-11-05 13:41:28,Unknown,$159.00,NA,N/A,NA
2025-11-05 13:41:28,Canon Selphy CP1500 Wireless Compact Photo Printer Black,$179.00,$199.00,N/A,https://www.ebay.com/itm/376377515182?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417
2025-11-05 13:41:29,Unknown,$179.00,NA,N/A,NA
2025-11-05 13:41:29,REDTIGER 4K Dash Cam Front and Rear Dual Dash Camera WIFI&GPS With 32GB SD Card,$64.49,$129.49,N/A,https://www.ebay.com/itm/285048811560?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006432
2025-11-05 13:41:30,Unknown,$64.49,NA,N/A,NA
2025-11-05 13:41:30,Cobra RAD 480i Radar/Laser Detector Updateable BLUETOOTH Certified Refurbished,$119.99,$149.99,N/A,https://www.ebay.com/itm/114899621461?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006432
2025-11-05 13:41:31,Unknown,$119.99,NA,N/A,NA
2025-11-05 13:41:31,REDTIGER 4K Dual Dash Camera Front and Rear Dash Cam WIFI&GPS With 32GB SD Card,$64.49,NA,N/A,https://www.ebay.com/itm/285048811662?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006432
2025-11-05 13:41:41,Unknown,$64.49,NA,N/A,NA
2025-11-05 13:41:41,"REDTIGER F17 4K Dash Cam 5G WiFi 3 Channel ,Front and Rear Inside, 64GB SD Card",$89.89,NA,N/A,https://www.ebay.com/itm/285949275839?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006432
2025-11-05 13:41:51,Unknown,$89.89,NA,N/A,NA
2025-11-05 13:41:51,"Pioneer DMH-W3050NEX 6.8"" Car Stereo Receiver w/ Apple CarPlay & Android Auto",$376.00,$449.99,N/A,https://www.ebay.com/itm/156739553342?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006432
2025-11-05 13:41:52,Unknown,$376.00,NA,N/A,NA
2025-11-05 13:41:52,Canon EF 200mm f2.8 L II USM Lens #Q,$368.64,$400.70,N/A,https://www.ebay.com/itm/146853896899?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425
2025-11-05 13:41:53,Unknown,$368.64,NA,N/A,NA
2025-11-05 13:41:53,Sigma 24-70MM F2.8 DG DN II ART Lens Sony E Mount Bundle with SanDisk 64GB SD,"$1,249.99","$1,299.99",N/A,https://www.ebay.com/itm/375511057573?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425
2025-11-05 13:42:04,Unknown,"$1,249.99",NA,N/A,NA
2025-11-05 13:42:04,Canon EOS R6 Mark II Mirrorless Digital Camera with RF 24-105mm f/4L IS USM Lens,"$3,099.95","$3,599.00",N/A,https://www.ebay.com/itm/325529586288?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425
2025-11-05 13:42:05,Unknown,"$3,099.95",NA,N/A,NA
2025-11-05 13:42:05,Canon RF 24-70mm f/2.8L IS USM Lens + Deluxe Accessory Kit,"$2,119.95","$2,324.95",N/A,https://www.ebay.com/itm/333489959066?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425
2025-11-05 13:42:06,Unknown,"$2,119.95",NA,N/A,NA
2025-11-05 13:42:06,Canon RF 24-70mm f/2.8L IS USM Lens,"$2,099.95","$2,299.00",N/A,https://www.ebay.com/itm/324021848741?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425
2025-11-05 13:42:07,Unknown,"$2,099.95",NA,N/A,NA
2025-11-05 13:42:07,Skullcandy HESH EVO Wireless Over-Ear Headset (Certified Refurbished)-BLACK,$39.99,$104.99,N/A,https://www.ebay.com/itm/265114617809?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413
2025-11-05 13:42:08,Unknown,$39.99,NA,N/A,NA
2025-11-05 13:42:08,Meta Quest 3 512GB (Refurbished),$449.99,$499.99,N/A,https://www.ebay.com/itm/406273663306?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413
2025-11-05 13:42:18,Unknown,$449.99,NA,N/A,NA
